الأسم,الموديل,السعر,لون السيارة,نوع الوقود,أصل السيارة,رخصة السيارة,نوع الجير,الزجاج,قوة الماتور,عداد السيارة,عدد الركاب,وسيلة الدفع,معروضة,أصحاب سابقون,إضافات,طرف ثالث,التكميلي (جسم المركبة),المجموع,الدفع
فولكسفاجن جولف,2003,55000.0,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,124000,,نقدا فقط,للبيع أو التبديل,1,"مُكيّف
إغلاق مركزي
جهاز إنذار
فتحة سقف
جنطات مغنيسيوم
وسادة حماية هوائية",1340,1000,2340,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
نيسان ميكرا,2014,55000.0,أبيض عاجي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,60000,4+1,إمكانية التقسيط,للبيع أو التبديل,يد اولى,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية",1035,1000,2035,
كيا فورتي,2009,56000.0,أسود ميتالك,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,,4+1,نقدا فقط,للبيع فقط,,"مُكيّف
إغلاق مركزي
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1340,1000,2340,
مرسيدس 412,1997,44000.0,أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,2500,5555444,٧+1,نقدا فقط,للبيع فقط,2,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
وسادة حماية هوائية",845,500,1345,
هوندا سيفيك,2008,39500.0,ذهبي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1800,,,نقدا فقط,للبيع أو التبديل,,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية",1340,1000,2340,
هونداي اكسنت,2014,66000.0,فيراني,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,15000,4+1,نقدا فقط,للبيع فقط,غير منمرة,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1340,1155,2495,
فولكسفاجن توران,2010,82000.0,أسود,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1900,0000000112315,6+1,نقدا فقط,للبيع فقط,,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية",1340,1436,2775,
اوبل كورسا,2014,55000.0,بترولي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,,,إمكانية التقسيط,للبيع فقط,,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية",1035,1000,2035,
فيات 127,1985,10000.0,أبيض عاجي,بنزين,تأجير,فلسطينية,عادي,يدوي,903,00000000,4+1,إمكانية التقسيط,للبيع فقط,10,"مسجل CD
فرش جلد",467,500,967,
فولكسفاجن جولف,1986,33000.0,أبيض,بنزين,خصوصي,فلسطينية,عادي,يدوي,1600,,4+1,إمكانية التقسيط,للبيع أو التبديل,,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد",670,500,1170,
هونداي توسان,2013,95000.0,خمري,ديزل,خصوصي,فلسطينية,نصف اوتوماتيك,الكتروني,2000,50000,5+1,نقدا فقط,للبيع فقط,1,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1340,1663,3003,
,,,,,,,,,,,,,,,,,,,
ميتسوبيشي L200,2006,85000.0,أسود ميتالك,ديزل,خصوصي,فلسطينية,عادي,الكتروني,2500,150000,4+1,نقدا فقط,للبيع فقط,يد اولى,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1690,1488,3178,
,,,,,,,,,,,,,,,,,,,
فولكسفاجن باسات,2010,83000.0,أسود,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1800,100000,4+1,نقدا فقط,للبيع فقط,2,"مُكيّف
إغلاق مركزي
مسجل CD
فتحة سقف
جنطات مغنيسيوم
وسادة حماية هوائية",1340,1453,2793,
اودي Q7,2008,175000.0,أبيض عاجي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,3600,120000,6+1,نقدا فقط,للبيع فقط,يد ثانية,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1690,3063,4753,
سيت ليون,2015,83000.0,أزرق,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1200,42000,4+1,نقدا فقط,للبيع فقط,0,"مُكيّف
إغلاق مركزي
جنطات مغنيسيوم
وسادة حماية هوائية",1035,1453,2488,
سوزوكي سويفت,1991,11500.0,أحمر,بنزين,تأجير,فلسطينية,عادي,يدوي,1000,99999,4+1,إمكانية التقسيط,للبيع فقط,٩,"مسجل CD
جنطات مغنيسيوم
فرش جلد",467,500,967,
اوبل كوووورسا بسعر ممتاز,2013,49000.0,أبيض عاجي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,100,4+1,إمكانية التقسيط,للبيع أو التبديل,2,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية",1035,1000,2035,
فولكسفاجن جولف,2014,95000.0,كحلي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,65000,5+1,إمكانية التقسيط,للبيع فقط,2,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية",1035,1663,2698,
,,,,,,,,,,,,,,,,,,,
كيا سورينتو,2007,66000.0,سكني,ديزل,خصوصي,فلسطينية,نصف اوتوماتيك,الكتروني,2500,17000,4+1,نقدا فقط,للبيع أو التبديل,3,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1690,1155,2845,
سكودا اوكتافيا,2009,65000.0,أزرق سماوي,ديزل,عمومي,فلسطينية,عادي,الكتروني,2000,,4+1,إمكانية التقسيط,للبيع فقط,2,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1340,1138,2478,
فولكسفاجن بولو,2008,45000.0,بترولي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,,4+1,إمكانية التقسيط,للبيع أو التبديل,4,"مُكيّف
إغلاق مركزي
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية",1035,1000,2035,
,,,,,,,,,,,,,,,,,,,
فولكسفاجن بولو,2015,63000.0,عدة الوان,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,45000,4+1,إمكانية التقسيط,للبيع أو التبديل,مستورد,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية",1035,1103,2138,
سوبارو نملة,1983,9000.0,أصفر,بنزين,خصوصي,فلسطينية,عادي,يدوي,1595,00000000,4+1,نقدا فقط,للبيع فقط,10,"مسجل CD
فرش جلد",670,500,1170,
فولكسفاجن كرافيل,1998,45000.0,أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,2500,45555,7+1,إمكانية التقسيط,للبيع أو التبديل,3,"مُكيّف
إغلاق مركزي
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",845,500,1345,
دايو لانوس,1997,26000.0,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,,4+1,نقدا فقط,للبيع فقط,,"مُكيّف
إغلاق مركزي
مسجل CD",670,500,1170,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
هونداي اكسنت,2014,67000.0,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,,٤+١,نقدا فقط,للبيع فقط,,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1035,1173,2208,
هونداي سانتافيه,2015,133000.0,بترولي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,4,6+1,نقدا فقط,للبيع فقط,0,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1340,2328,3668,
فولكسفاجن باسات,2008,70000.0,فيراني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,280000,4+1,نقدا فقط,للبيع فقط,يد ثانية,"مُكيّف
إغلاق مركزي
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية",1340,1226,2565,
فولكسفاجن جيتا,1984,16000.0,بيج,بنزين,خصوصي,فلسطينية,عادي,يدوي,1300,,٤+١,نقدا فقط,للبيع فقط,٧,"إغلاق مركزي
مسجل CD",517,500,1017,
اوبل كورسا,2008,45000.0,أسود,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,٨٠٠٠٠,٤+١,نقدا فقط,للبيع فقط,١,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
وسادة حماية هوائية",1035,1000,2035,
فورد كونيكت,2008,65000.0,أبيض,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1900,,4+1,إمكانية التقسيط,للبيع فقط,يد ثالثه,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية",1340,1138,2478,
فولكسفاجن كادي,2014,98000.0,أسود,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,102000,6+1,نقدا فقط,للبيع أو التبديل,0,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1340,1716,3055,
شفروليه كافلير,1999,19000.0,أبيض عاجي,بنزين,تأجير,فلسطينية,اوتوماتيك,الكتروني,2400,,5+1,إمكانية التقسيط,للبيع أو التبديل,1,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
وسادة حماية هوائية",845,500,1345,
شفروليه اوبترا,2009,33000.0,رمادي,بنزين,تأجير,فلسطينية,اوتوماتيك,الكتروني,1600,,,إمكانية التقسيط,للبيع أو التبديل,يد اولى,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية",1340,1000,2340,
سكودا رابيد,2015,83000.0,أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,70000,4+1,إمكانية التقسيط,للبيع أو التبديل,0,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية",1340,1453,2793,
بيجو 406,1997,22000.0,سكني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1800,,,إمكانية التقسيط,للبيع فقط,,,670,500,1170,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
فولكسفاجن كادي,2013,95000.0,أبيض,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,,5+1,إمكانية التقسيط,للبيع أو التبديل,1,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1340,1663,3003,
,,,,,,,,,,,,,,,,,,,
داف 55,2008,150000.0,أبيض,ديزل,تجاري,فلسطينية,عادي,الكتروني,7000,,,نقدا فقط,للبيع فقط,,,1690,2626,4315,
كيا سول,2015,71000.0,أبيض عاجي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,40000,5+1,نقدا فقط,للبيع فقط,صفر,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1340,1243,2583,
فولكسفاجن جولف,2003,55000.0,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,124000,4+1,نقدا فقط,للبيع فقط,1,"مُكيّف
إغلاق مركزي
جهاز إنذار
فتحة سقف
جنطات مغنيسيوم
وسادة حماية هوائية",1340,1000,2340,
هونداي i40,2012,74999.0,جيشي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,80000,4+1,نقدا فقط,للبيع أو التبديل,12,"مُكيّف
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1340,1313,2653,
كيا مورننغ,2014,48000.0,بيج,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1000,70000,4+1,نقدا فقط,للبيع أو التبديل,يدو اولى,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",935,1000,1935,
سكودا اوكتافيا,2014,105000.0,سكني,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,180000,5+1,إمكانية التقسيط,للبيع أو التبديل,0,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1340,1838,3178,
هونداي i30,2008,49000.0,أسود ميتالك,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,145,4+1,نقدا فقط,للبيع فقط,,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1340,1000,2340,
ميتسوبيشي باجيرو,2006,100000.0,سكني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,3200,160000,6+1,نقدا فقط,للبيع فقط,يد ثانيه,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1690,1751,3440,
سكودا اوكتافيا,2011,80000.0,أسود,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,180 كيلومتر,4+1,إمكانية التقسيط,للبيع فقط,يد ثانيه,"مُكيّف
إغلاق مركزي
مسجل CD
وسادة حماية هوائية",1340,1401,2740,
ميتسوبيشي بيجيرو كنج,2008,135000.0,فيراني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,3500,1354000,7+1,نقدا فقط,للبيع فقط,يد اولى,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1690,2363,4053,
,,,,,,,,,,,,,,,,,,,
بيجو 307,2008,35500.0,ذهبي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,120000,4+1,إمكانية التقسيط,للتبديل فقط,4,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فرش جلد
وسادة حماية هوائية",1340,1000,2340,
داتشيا 2016,2016,85000.0,أبيض,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,41000,4+1,نقدا فقط,للبيع فقط,0,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية",1035,1488,2523,
اوبل اسكونا,1982,1200.0,بيج,بنزين,خصوصي,فلسطينية,عادي,يدوي,1300,11111,٤+١,نقدا فقط,للبيع أو التبديل,٤,,517,500,1017,
,,,,,,,,,,,,,,,,,,,
مرسيدس 914,1992,27000.0,أبيض,ديزل,تجاري,فلسطينية,عادي,الكتروني,2400,50000,2/1,نقدا فقط,للتبديل فقط,3,"إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
فرش جلد",845,500,1345,
سوبارو نملة,1987,26000.0,أبيض عاجي,بنزين,تجاري,فلسطينية,عادي,يدوي,1600,0000,4+1,إمكانية التقسيط,للبيع أو التبديل,5,"مسجل CD
جنطات مغنيسيوم
فرش جلد",670,500,1170,
